ID,Seed,Sensitivity for CIP,Specificity for CIP,Sensitivity for TET,Specificity for TET,prob CIP test positive-0,prob CIP test positive-1,prob CIP test positive-2,prob CIP test positive-3,prob CIP test positive-4,prob CIP test positive-5,prob CIP test positive-6,prob CIP test positive-7,prob TET test positive-0,prob TET test positive-1,prob TET test positive-2,prob TET test positive-3,prob TET test positive-4,prob TET test positive-5,prob TET test positive-6,prob TET test positive-7,Prob of receiving a rapid test,Prob Tx-CIP if susceptible to CIP and TET,Pop size,Annual survey size,Initial prevalence,Initial % I by symptom states-0,Initial % I by symptom states-1,Dirichlet dist. of % I by resistance profile,Initial % I by resistance profile-0,Initial % I by resistance profile-1,Initial % I by resistance profile-2,Initial % I by resistance profile-3,Initial % I by resistance profile-4,Initial % I by resistance profile-5,Initial % I by resistance profile-6,Initial % I by resistance profile-7,Transmission parameter,Relative infectivity by infectivity profile-0,Relative infectivity by infectivity profile-1,Relative infectivity by infectivity profile-2,Relative infectivity by infectivity profile-3,Relative infectivity by infectivity profile-4,Relative infectivity by infectivity profile-5,Relative infectivity by infectivity profile-6,Relative infectivity by infectivity profile-7,Exponent for the prob of resistance by antibiotics-0,Exponent for the prob of resistance by antibiotics-1,Exponent for the prob of resistance by antibiotics-2,Prob symptomatic,Time until natural recovery,Time until screened,Time until seeking treatment (symptomatic),Time until seeking retreatment (symptomatic),Survey size (over observation periods),Initial % Susceptible,Prob of resistance by antibiotics-0,Prob of resistance by antibiotics-1,Prob of resistance by antibiotics-2,Rate of natural recovery,Rate of screening,Rate of seeking treatment,Rate of seeking retreatment,"Infectivity of CIP-S, TET-S, CRO-S","Infectivity of CIP-NS, TET-S, CRO-S","Infectivity of CIP-S, TET-NS, CRO-S","Infectivity of CIP-S, TET-S, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-S","Infectivity of CIP-NS, TET-S, CRO-NS","Infectivity of CIP-S, TET-NS, CRO-NS","Infectivity of CIP-NS, TET-NS, CRO-NS",Size of S,Size of I,Size of I by Symp/Rest-0,Size of I by Symp/Rest-1,Size of I by Symp/Rest-2,Size of I by Symp/Rest-3,Size of I by Symp/Rest-4,Size of I by Symp/Rest-5,Size of I by Symp/Rest-6,Size of I by Symp/Rest-7,Size of I by Symp/Rest-8,Size of I by Symp/Rest-9,Size of I by Symp/Rest-10,Size of I by Symp/Rest-11,Size of I by Symp/Rest-12,Size of I by Symp/Rest-13,Size of I by Symp/Rest-14,Size of I by Symp/Rest-15
0,176492263,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.052046355684757274,0.04137799291451929,0.9586220070854807,"[0.12359452919759636, 0.001520994149508639, 0.5738726829254003, 0, 0.30101179372749476, 0, 0, 0]",0.12359452919759636,0.001520994149508639,0.5738726829254003,0,0.30101179372749476,0,0,0,2.2509915413501913,1,0.9882079999388925,0.9233969876887166,0.9993518601000015,0.9070261820485652,0.9672491101699556,0.8490378231451514,0.8205122636882225,-3.2585444990350707,-3.810640600176952,-4.0551166841598985,0.46145328271383756,1.6171705603380009,1.9064996019909504,0.015830117877068665,0.00293724137754433,1500,0.9479536443152428,0.0005513857029560791,0.0001546533742071902,8.80812188816542e-05,0.6183639651410624,0.5245214837473366,63.17072353886821,340.45550619201964,2.2509915413501913,2.2244478489570376,2.078558808595548,2.2495325839176834,2.041708263574479,2.1772695653710694,1.9111769581861155,1.8469661651362865,26353111.311963744,1446888.688036252,7399.524111990205,91.06093090489387,34357.384441588954,0.0,18021.3803971781,0.0,0.0,0.0,171428.00208717826,2109.648298588476,795972.5088561876,0.0,417509.1789126357,0.0,0.0,0.0
1,1493653684,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05666758497057328,0.037907542003055995,0.962092457996944,"[0.08024299889742588, 0.0031571615168912034, 0.5376228066569385, 0, 0.3789770329287443, 0, 0, 0]",0.08024299889742588,0.0031571615168912034,0.5376228066569385,0,0.3789770329287443,0,0,0,1.9515305198135717,1,0.997921038500281,0.9566999981670409,0.99959235575192,0.9773911492433511,0.9026643045797574,0.9708973107009126,0.7531303060594576,-4.709900029751031,-4.841610801766224,-3.867017275589978,0.4580326315275142,1.7178936720295583,2.3400858729288014,0.005365694176211584,0.03833860316042383,1500,0.9433324150294267,1.9502934861588482e-05,1.4400885528679744e-05,0.00013582594159686817,0.5821082039487213,0.42733474509139335,186.36917557348448,26.083370742945583,1.9515305198135717,1.9474733629973529,1.8670292447285683,1.950734989622217,1.9074086575440612,1.7615769395336902,1.8947357334377508,1.4697567776715676,26224641.137818057,1575358.862181937,4791.949982884206,188.53931538835846,32105.74921870872,0.0,22631.74372106699,0.0,0.0,0.0,121619.56945823107,4785.123059585966,814843.1037594256,0.0,574393.0836666462,0.0,0.0,0.0
2,511233635,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05747343816770006,0.013576502458350443,0.9864234975416496,"[0.1008303846553808, 0.004356069926221161, 0.5507124491133705, 0, 0.34410109630502744, 0, 0, 0]",0.1008303846553808,0.004356069926221161,0.5507124491133705,0,0.34410109630502744,0,0,0,2.358411035947811,1,0.9113514099493555,0.959527859570458,0.9264633575332097,0.8096520559933278,0.8476107710541485,0.9641222437767324,0.7066583513317397,-4.944554174374867,-4.033291037119186,-3.4624185468014046,0.45166527981332105,1.3614164897048353,1.9405540992401302,0.01163648490993572,0.015966144814916563,1500,0.9425265618323,1.136176560904214e-05,9.262089278094354e-05,0.0003448112708699689,0.7345290787661952,0.5153167337058903,85.93660437321222,62.63252723761706,2.358411035947811,2.1493412228511577,2.26296109331035,2.1849814068075846,1.9094923441324994,1.9990145966423374,2.2737965397258115,1.6665908544254606,26202238.418937936,1597761.5810620615,2187.214118912127,94.49192996895891,11946.06217439597,0.0,7464.245809869913,0.0,0.0,0.0,158915.70068716494,6865.469242567061,867961.1312315429,0.0,542327.2658676394,0.0,0.0,0.0
3,1881481959,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05085719859613306,0.046279565157040625,0.9537204348429593,"[0.12167193352086474, 0.005035147354587047, 0.5331432504842011, 0, 0.34014966864034724, 0, 0, 0]",0.12167193352086474,0.005035147354587047,0.5331432504842011,0,0.34014966864034724,0,0,0,2.0434634924016124,1,0.9899192055642181,0.9704549084085055,0.9461801974333639,0.8046788684879695,0.9747927485733141,0.9270960286931053,0.8025271175169476,-3.683335849990385,-4.3059364000986715,-3.0540120520775744,0.478573519446761,1.6974607780315252,2.5333764231678892,0.010648949109443492,0.00686985583220243,1500,0.949142801403867,0.0002073309559001641,4.943830812131144e-05,0.0008830553944664192,0.5891152319640979,0.3947301280831921,93.9059798035094,145.56346223635478,2.0434634924016124,2.022863756997687,1.9830891763547314,1.9334846906884289,1.644331890862204,1.9919533943673913,1.8944868885848782,1.639934866308181,26386169.879027497,1413830.1209724988,7961.170207756223,329.4569581581189,34884.332313937324,0.0,22256.483724681733,0.0,0.0,0.0,164062.27428100578,6789.386035292042,718889.6540138118,0.0,458657.36343785573,0.0,0.0,0.0
4,743055457,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05654368120473066,0.04065232063420863,0.9593476793657914,"[0.10906512835267407, 0.004631422765667911, 0.5169623304738894, 0, 0.3693411184077686, 0, 0, 0]",0.10906512835267407,0.004631422765667911,0.5169623304738894,0,0.3693411184077686,0,0,0,2.254579875476629,1,0.9870002090180534,0.9325738170020335,0.9300118587173605,0.8019194319363427,0.9520434185028948,0.807053200216427,0.7099966863437781,-3.220960704932452,-3.6112865354249424,-5.040772687307326,0.5723679771472223,2.074139469069145,2.168106468588038,0.028470872661021093,0.02079945261071399,1500,0.9434563187952694,0.000601228134286263,0.00024474479509270335,9.103896521018267e-06,0.48212765578815725,0.4612319618469853,35.12361605161053,48.078188340634064,2.254579875476629,2.2252708083433297,2.1025621602092093,2.096786020618775,1.8079914129973287,2.1464579319366006,1.819565903646967,1.6007442406857746,26228085.662508484,1571914.337491512,6969.476086392278,295.9570185157526,33034.909088016095,0.0,23601.623464290456,0.0,0.0,0.0,164471.5628915281,6984.242829822228,779585.5901269158,0.0,556970.9759860312,0.0,0.0,0.0
5,1157669990,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04576425122693334,0.03654922898545626,0.9634507710145437,"[0.09550656582774496, 0.0005406335641619804, 0.5185735540580559, 0, 0.3853792465500372, 0, 0, 0]",0.09550656582774496,0.0005406335641619804,0.5185735540580559,0,0.3853792465500372,0,0,0,2.167888761633634,1,0.9626547214606506,0.9426852080672657,0.9772499491127915,0.8914886548151895,0.9482766820274078,0.883948456777118,0.8003302453088952,-4.341263827886124,-3.2752105584611657,-3.136853249266738,0.5742520792712685,2.9101061709468588,1.6929890416545108,0.03181753735345729,0.004289475161533787,1500,0.9542357487730666,4.5575996396821865e-05,0.0005306271185613028,0.0007297040400106843,0.34363007438819004,0.5906712774837148,31.42920801478497,233.12875406473506,2.167888761633634,2.086928351988101,2.0436366683272893,2.1185691819886614,1.9326482358977353,2.0557583618864483,1.916301925310508,1.7350269444006432,26527753.815891247,1272246.1841087467,4441.01874237261,25.139253729732292,24113.471706482145,0.0,17919.987406279048,0.0,0.0,0.0,117066.84518930674,662.6797352764585,635639.7536235905,0.0,472377.28845170967,0.0,0.0,0.0
6,1196383116,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04068511118450643,0.04757214320197052,0.9524278567980294,"[0.11733859549096587, 0.0028909722778016813, 0.5150454826711819, 0, 0.3647249495600504, 0, 0, 0]",0.11733859549096587,0.0028909722778016813,0.5150454826711819,0,0.3647249495600504,0,0,0,2.4452009287917966,1,0.9296764515817773,0.9032740745774344,0.9719435457205516,0.9436412513929565,0.8548582146110535,0.9179485112096919,0.8081196093299298,-3.2018153399791958,-4.694934274906064,-4.331906011059116,0.6157614729578539,3.819693201964431,1.509104373854623,0.015528607849699116,0.011213064781881062,1500,0.9593148888154935,0.000628325463127176,2.0186718415609865e-05,4.656868654212796e-05,0.2618011309090766,0.6626446900062681,64.3972730639454,89.18168399560818,2.4452009287917966,2.2732457228836234,2.208686606110293,2.376597260729085,2.3073924643523105,2.090300100352245,2.2445685521929857,1.9760148193084082,26668953.909070715,1131046.0909292784,6313.554098899155,155.55248294857861,27712.684855585256,0.0,19624.495168283604,0.0,0.0,0.0,126401.80564628963,3114.2704108439248,554827.4949704384,0.0,392896.23329598963,0.0,0.0,0.0
7,11993418,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.055586475118838616,0.04717762882613721,0.9528223711738628,"[0.11140484397769031, 0.001405806187882739, 0.5113931309117863, 0, 0.3757962189226406, 0, 0, 0]",0.11140484397769031,0.001405806187882739,0.5113931309117863,0,0.3757962189226406,0,0,0,1.9824825588075763,1,0.9272834965225727,0.967031755980677,0.9044377914198847,0.8179098198056393,0.9096863761381009,0.8205160416033386,0.9889790549049984,-3.0363630841747327,-3.130705565080329,-3.934696681426745,0.5177154940100078,2.7052258453939158,1.7000068244868813,0.03359037824509664,0.010682603655821611,1500,0.9444135248811614,0.0009196803678495456,0.0007401068689394876,0.00011622600724290409,0.36965490393442074,0.5882329327129809,29.770429874393425,93.61013777339181,1.9824825588075763,1.838323358926106,1.9171235900447563,1.793032147016366,1.6214919524421274,1.8034373746786536,1.6266587417004503,1.9606337273751597,26254695.991696283,1545304.0083037133,8121.834116779286,102.48858353602604,37282.491760929915,0.0,27396.96446604941,0.0,0.0,0.0,164032.51782639534,2069.9093534973335,752975.3632560391,0.0,553322.4389404869,0.0,0.0,0.0
8,1925815380,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.054721974534856256,0.002763587111170812,0.9972364128888291,"[0.0995091820770743, 0.005398749988175125, 0.5860979117371711, 0, 0.30899415619757953, 0, 0, 0]",0.0995091820770743,0.005398749988175125,0.5860979117371711,0,0.30899415619757953,0,0,0,1.6118021216998895,1,0.9929732365202087,0.9514508586794943,0.9886373856349852,0.9998376990687855,0.8219312392980364,0.9884904201040396,0.8742133898299141,-3.4563631466023077,-4.0421890144330925,-4.1468801412186895,0.6019757253131928,3.9199357432585535,2.7490759708723274,0.03260173842414624,0.017336386763144872,1500,0.9452780254651437,0.00034965267359983183,9.074255128447558e-05,7.130497940514712e-05,0.25510622252412807,0.36375859037561753,30.673210949369416,57.68214643929627,1.6118021216998895,1.6004763694144786,1.5335505127127906,1.5934878357583009,1.611540524714604,1.3247905153919945,1.593250956403706,1.4090589965463083,26278729.10793099,1521270.8920690038,418.35298364082666,22.697233746073476,2464.0521101961053,0.0,1299.0623023382173,0.0,0.0,0.0,150962.06920380692,8190.263976822622,889149.6409179904,0.0,468764.75334046263,0.0,0.0,0.0
9,1679190915,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.03939576071746287,0.04833945293833007,0.9516605470616699,"[0.09528283580979065, 0.0031868406790691384, 0.5728294847006289, 0, 0.32870083881051126, 0, 0, 0]",0.09528283580979065,0.0031868406790691384,0.5728294847006289,0,0.32870083881051126,0,0,0,1.8044642729340854,1,0.9545642406692963,0.9479496705407734,0.9946164974257244,0.8925241031334352,0.8524600072976916,0.8663300052166347,0.8980620295663891,-4.91264803901157,-3.0930053306303,-3.5031656495783636,0.5806263057867433,3.9304728800722413,2.3842454973563356,0.003610807760458787,0.025907653648857644,1500,0.9606042392825371,1.2227902325341991e-05,0.0008072251221213296,0.00031393110624008453,0.25442231266117277,0.41941989661249457,276.9463417440259,38.59863241780266,1.8044642729340854,1.7224770685081991,1.7105413130304625,1.7947499348755565,1.6105278568368209,1.5382336272738142,1.5632615429842172,1.6205208472312236,26704797.85205453,1095202.1479454676,5044.413649713335,168.7160387737561,30326.436519484792,0.0,17401.906480596055,0.0,0.0,0.0,99309.5527915047,3321.518718102757,597037.6455311393,0.0,342591.9582161528,0.0,0.0,0.0
10,1233488550,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.05271069386807642,0.02523293189454435,0.9747670681054557,"[0.12469033450767895, 0.0037653530392413033, 0.5181016492246746, 0, 0.35344266322840506, 0, 0, 0]",0.12469033450767895,0.0037653530392413033,0.5181016492246746,0,0.35344266322840506,0,0,0,1.413816773107733,1,0.9739388395469764,0.9260529317043372,0.9022440087988095,0.9933465156976218,0.8740470241575959,0.9721806976912897,0.9599815589679267,-4.15396235669756,-3.1568431215326003,-4.72699463740721,0.5997452130396446,4.925608094492142,3.173328586644203,0.025486446927820885,0.016784650637701445,1500,0.9472893061319236,7.015161010307243e-05,0.0006968781991890612,1.8750176603167035e-05,0.2030206181279848,0.31512652178812045,39.236540222026974,59.57824333583769,1.413816773107733,1.376971067332596,1.3092691676291819,1.2756077130757177,1.4044099654014215,1.235742343238909,1.3744853768875236,1.357238029942965,26334642.710467473,1465357.2895325243,4610.457623688904,139.22491020810557,19156.943542938287,0.0,13068.634611112993,0.0,0.0,0.0,178105.43298138733,5378.362613507584,740047.0848672616,0.0,504851.1483824195,0.0,0.0,0.0
11,91474274,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.043074746159422694,0.034183492695676186,0.9658165073043238,"[0.11459973713856982, 0.0022874501608397594, 0.5330788221891873, 0, 0.3500339905114032, 0, 0, 0]",0.11459973713856982,0.0022874501608397594,0.5330788221891873,0,0.3500339905114032,0,0,0,2.301356729906785,1,0.9323058598515473,0.9168587351358976,0.9454020768081596,0.9594097403813969,0.8007550409032916,0.8592378799367646,0.9565677367184962,-4.530215760782005,-4.022868983146601,-4.800480545059436,0.6339114916847628,4.822192684553701,1.5642445258180235,0.03287351821848485,0.007665739381470058,1500,0.9569252538405773,2.9497434077556684e-05,9.487046229296052e-05,1.5831404845178734e-05,0.2073745421254462,0.6392862391364603,30.419622060339673,130.4505606357087,2.301356729906785,2.1455683649008903,2.1100190204788203,2.1757074319303094,2.2079440627648492,1.842823002389573,1.9774128775833113,2.2014035985088127,26602522.056768045,1197477.9432319507,4691.023179081395,93.63443576242997,21821.0370599991,0.0,14328.283850859812,0.0,0.0,0.0,132539.63434453539,2645.5366780855597,616529.0945156197,0.0,404829.6991680074,0.0,0.0,0.0
12,798270643,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.042371917942737806,0.03130332092627472,0.9686966790737253,"[0.12345252230822683, 0.0020481917697090534, 0.5482236967035024, 0, 0.3262755892185619, 0, 0, 0]",0.12345252230822683,0.0020481917697090534,0.5482236967035024,0,0.3262755892185619,0,0,0,2.6824417125412694,1,0.9921647883804852,0.9397730316491055,0.9748792263856193,0.859736204420317,0.8803419320020617,0.982865263395864,0.7836639220131858,-4.190289286087009,-3.9568661220418626,-5.23306280469195,0.5961764110004777,1.9310104219994018,1.7714549417127807,0.023222544214222866,0.025361425140925827,1500,0.9576280820572622,6.452242981931426e-05,0.00011044190215935217,5.847055219243646e-06,0.5178635954561978,0.5645077255157966,43.06160387833563,39.42996083395551,2.6824417125412694,2.6614242140664945,2.5208863804169273,2.6150567015467483,2.306192256518966,2.3614659197015,2.6364787803409273,2.102132793021858,26622060.681191888,1177939.318808111,4552.115782733829,75.52382006160754,20214.878526353063,0.0,12030.894399179231,0.0,0.0,0.0,140867.464250162,2337.121797937854,625559.3693230349,0.0,372301.9509086486,0.0,0.0,0.0
13,427490248,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.047200221190877585,0.0393071964079006,0.9606928035920994,"[0.1168455211186351, 0.0026426459517619417, 0.5349459760489713, 0, 0.3455658568806315, 0, 0, 0]",0.1168455211186351,0.0026426459517619417,0.5349459760489713,0,0.3455658568806315,0,0,0,1.8996104028451386,1,0.9510635748922015,0.969946130832432,0.9339278196323713,0.8289773515807901,0.8437341223876631,0.9824876629604623,0.7982815413080391,-3.8838772085917466,-4.578634013112249,-3.451663151557663,0.5214586373220217,2.6889700009811857,1.9575084319573564,0.016943305934417816,0.014721869967117052,1500,0.9527997788091224,0.0001306540244053355,2.6385540007238635e-05,0.00035345721276296133,0.3718896081529758,0.5108534827612864,59.02035906514845,67.926153554787,1.8996104028451386,1.8066502606323125,1.8425197603286796,1.7740990016801308,1.5747340007858808,1.6027661161230182,1.8663437852267026,1.5164239202680023,26487833.850893598,1312166.1491063966,6026.608341788758,136.3012632817367,27591.21488610396,0.0,17823.44805154925,0.0,0.0,0.0,147294.1291447808,3331.2892986933384,674346.7864860374,0.0,435616.37163416116,0.0,0.0,0.0
14,1364924219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.057150888642304505,0.04849703970518482,0.9515029602948152,"[0.10620841544538971, 0.0004520178800872161, 0.5318790946760743, 0, 0.3614604719984486, 0, 0, 0]",0.10620841544538971,0.0004520178800872161,0.5318790946760743,0,0.3614604719984486,0,0,0,2.0203736305256395,1,0.9595141343554772,0.9004296559643393,0.9677400886601518,0.8810615479920524,0.9198936613647435,0.9250519510250245,0.8002943080661777,-3.7075838979896414,-3.548564571935584,-4.971297619232576,0.6065023060512423,2.4643425860150217,2.865846210512832,0.026681223498232477,0.011765354073734965,1500,0.9428491113576954,0.000196072236210952,0.00028277136486057954,1.0683225137183464e-05,0.4057877365245127,0.34893707706006105,37.47954062399897,84.99531707527655,2.0203736305256395,1.9385770551684416,1.8192043330536247,1.9551965563315152,1.7800735184332428,1.8585288963090099,1.8689505687172547,1.616893516676668,26211205.29574393,1588794.704256065,8183.553818225159,34.82880930839036,40982.26282557226,0.0,27851.194402587942,0.0,0.0,0.0,160559.81418883806,683.3348048032316,804064.4261002848,0.0,546435.2893064448,0.0,0.0,0.0
15,1994447705,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27799999.999999996,1500,0.04270304010360292,0.020441835882064982,0.9795581641179351,"[0.11008182335600841, 0.00550679401281403, 0.5585609831710181, 0, 0.3258503994601594, 0, 0, 0]",0.11008182335600841,0.00550679401281403,0.5585609831710181,0,0.3258503994601594,0,0,0,1.8551664348562196,1,0.9893108910165791,0.9361679238641246,0.9048744161054277,0.8378905376227469,0.9444795614414427,0.8885486566782327,0.8734696207614857,-4.056517205305223,-3.5507001350379914,-3.8287884514550585,0.5373420068163159,3.9302383562423,1.7849971953547845,0.03625572760566002,0.005465310148935756,1500,0.9572969598963971,8.779763039018488e-05,0.0002813843018785945,0.00014832404082558073,0.2544374944618117,0.5602249698780287,27.5818488840336,182.97223263618937,1.8551664348562196,1.8353363586516571,1.736747309741757,1.6786926445189096,1.5544264014813525,1.7521667807938872,1.64840564360604,1.6204315223032997,26612855.485119835,1187144.514880161,2671.4011087633717,133.6356464953118,13554.830255031144,0.0,7907.546331184073,0.0,0.0,0.0,128011.63167632883,6403.724660391776,649537.777142513,0.0,378923.9680594536,0.0,0.0,0.0
